data de compra,# pedido,# item pedido,produto,modelo,valor produto,tipo de pagamento,entregue,vendedor,valor total do pedido,compra sócio,nome,cpf,valor total da compra
2025-06-23 13:25:39,CS623754,I1178519,Cropped,M,80.0,Pix,Sim,Compra Online,185.0,Não,Sr. Vinicius Porto,318.547.690-57,Não
2025-06-23 13:31:19,CS623756,I1178523,Cropped,M,80.0,Cartão de Crédito,Sim,Compra Online,345.0,Não,Sr. Felipe Cunha,296.580.431-51,Não
2025-06-23 13:51:29,CS623761,I1178530,Cropped,M,80.0,Cartão de Crédito,Não,Compra Online,135.0,Não,Marcos Vinicius Porto,972.168.530-59,Não
2025-06-23 20:28:00,CS623808,I1178591,Cropped,M,58.5,Cartão de Crédito,Sim,Compra Online,58.5,Sim,Maysa Cardoso,049.682.157-11,Sim
2025-06-23 20:35:56,CS623811,I1178595,Cropped,M,58.5,Dinheiro,Sim,Laura Tobita Norimbeni,247.5,Sim,Alana Duarte,209.418.765-94,Sim
2025-06-28 22:05:00,CS624256,I1179259,Cropped,M,58.5,Dinheiro,Sim,Laura Tobita Norimbeni,310.5,Sim,Maria Lopes,408.795.621-02,Sim
2025-07-02 18:44:53,CS624671,I1179899,Cropped,M,58.5,Cartão de Crédito,Sim,Compra Online,310.5,Sim,João Vitor Araújo,807.451.269-01,Sim
2025-07-03 13:03:39,CS624778,I1180049,Cropped,M,80.0,Cartão de Crédito,Sim,Compra Online,65.0,Não,Pedro Miguel Freitas,687.059.241-11,Não
2025-07-06 14:22:02,CS625220,I1181044,Cropped,M,80.0,Cartão de Crédito,Sim,Compra Online,275.0,Não,Mariana da Conceição,524.768.130-44,Não
2025-07-06 21:26:36,CS625266,I1181118,Cropped,M,80.0,Cartão de Crédito,Sim,Compra Online,135.0,Não,Natália da Paz,630.148.297-22,Não
2025-07-07 22:20:03,CS625481,I1181540,Cropped,M,58.5,Cartão de Crédito,Sim,Compra Online,247.5,Sim,Maria Luiza Oliveira,651.498.073-20,Sim
2025-07-08 14:06:23,CS625575,I1181690,Cropped,M,80.0,Cartão de Crédito,Sim,Compra Online,65.0,Não,Bárbara Martins,561.029.348-06,Não
2025-07-10 11:00:26,CS625904,I1182341,Cropped,M,58.5,Cartão de Crédito,Sim,Compra Online,58.5,Sim,Lucas Gabriel Dias,973.805.642-00,Sim
2025-07-14 16:55:45,CS626618,I1183463,Cropped,M,80.0,Cartão de Crédito,Não,Compra Online,275.0,Não,Samuel Cardoso,289.635.710-68,Não
2025-07-14 22:08:00,CS626721,I1183631,Cropped,M,80.0,Pix,Não,Compra Online,130.0,Não,Nicolas da Mata,678.439.201-96,Não
2025-07-17 19:46:51,CS627354,I1184576,Cropped,M,58.5,Pix,Sim,Compra Online,58.5,Sim,Laís Pinto,620.753.498-00,Sim
2025-07-21 20:41:34,CS627844,I1185291,Cropped,M,58.5,Cartão de Crédito,Sim,Compra Online,121.5,Sim,Nina Moreira,495.306.718-57,Sim
2025-07-22 21:50:55,CS627996,I1185587,Cropped,M,80.0,Pix,Não,Compra Online,135.0,Não,Enrico Lima,139.056.782-68,Não
2025-07-23 09:30:49,CS628016,I1185628,Cropped,M,80.0,Cartão de Crédito,Sim,Compra Online,135.0,Não,Luigi Fogaça,508.724.193-04,Não
2025-07-23 11:32:12,CS628029,I1185644,Cropped,M,58.5,Cartão de Crédito,Sim,Compra Online,121.5,Sim,Alícia Costela,308.942.751-60,Sim
2025-07-23 15:14:54,CS628068,I1185700,Cropped,M,80.0,Dinheiro,Sim,Gabriely Fernanda Garbim,65.0,Não,Amanda Ferreira,628.735.041-53,Não
2025-07-23 21:00:55,CS628166,I1185858,Cropped,M,58.5,Dinheiro,Sim,Laura Tobita Norimbeni,229.5,Sim,Sr. Marcelo Castro,308.726.149-13,Sim
2025-06-23 18:36:43,CS623794,I1178572,Cropped,G,80.0,Pix,Sim,Compra Online,65.0,Não,Sr. Isaac Araújo,214.679.035-07,Não
2025-07-07 15:47:19,CS625401,I1181417,Cropped,G,80.0,Pix,Não,Compra Online,65.0,Não,Vitor Freitas,963.428.105-24,Não
2025-07-07 21:34:43,CS625463,I1181513,Cropped,G,58.5,Dinheiro,Sim,Laura Tobita Norimbeni,121.5,Sim,Beatriz Costa,856.237.401-62,Sim
2025-07-12 12:08:44,CS626291,I1182957,Cropped,G,58.5,Dinheiro,Sim,Laura Tobita Norimbeni,58.5,Sim,Marcos Vinicius Silveira,295.078.163-21,Sim
2025-07-15 08:42:12,CS626759,I1183686,Cropped,G,58.5,Dinheiro,Sim,Gabriely Fernanda Garbim,58.5,Sim,Esther da Conceição,659.134.072-61,Sim
2025-07-22 16:36:58,CS627939,I1185471,Cropped,G,80.0,Cartão de Crédito,Sim,Compra Online,65.0,Não,Luiz Fernando da Luz,613.274.589-00,Não
2025-07-22 18:30:23,CS627953,I1185497,Cropped,G,58.5,Pix,Não,Compra Online,310.5,Sim,Pietro Cavalcanti,863.207.195-59,Sim
2025-07-23 14:35:12,CS628062,I1185691,Cropped,G,80.0,Pix,Sim,Compra Online,135.0,Não,João Vitor Caldeira,690.134.528-33,Não
2025-06-23 13:58:56,CS623762,I1178532,Cropped,GG,80.0,Pix,Sim,Compra Online,65.0,Não,Sr. Davi Luiz Pires,193.740.628-87,Não
2025-06-23 21:35:22,CS623823,I1178612,Cropped,GG,58.5,Cartão de Crédito,Sim,Compra Online,247.5,Sim,Marina Santos,670.158.239-77,Sim
2025-07-22 14:41:01,CS627916,I1185420,Cropped,EXG,80.0,Cartão de Crédito,Sim,Compra Online,135.0,Não,Bruna Cardoso,180.546.397-75,Não
2025-06-23 15:43:32,CS623775,I1178549,Short,M,63.0,Dinheiro,Sim,Laura Tobita Norimbeni,360.0,Sim,Leonardo Costela,418.920.537-05,Sim
2025-07-13 20:34:16,CS626500,I1183285,Short,M,90.0,Cartão de Crédito,Sim,Compra Online,345.0,Não,Enzo Viana,359.481.702-41,Não
2025-07-23 16:04:37,CS628079,I1185724,Short,M,63.0,Cartão de Crédito,Sim,Compra Online,171.0,Sim,Alícia Caldeira,648.279.150-67,Sim
2025-06-23 13:32:15,CS623758,I1178527,Saia,PP,90.0,Cartão de Crédito,Sim,Compra Online,135.0,Não,Melissa Aragão,091.287.563-12,Não
2025-06-23 13:37:19,CS623759,I1178528,Saia,PP,90.0,Pix,Não,Compra Online,70.0,Não,Ian Araújo,489.170.265-67,Não
2025-06-30 15:37:50,CS624408,I1179489,Saia,PP,63.0,Pix,Sim,Compra Online,171.0,Sim,Ana Lívia Pereira,065.987.314-10,Sim
2025-07-21 10:20:29,CS627754,I1185153,Saia,PP,63.0,Cartão de Crédito,Sim,Compra Online,310.5,Sim,Pietra Vieira,701.965.843-10,Sim
2025-07-23 16:40:48,CS628091,I1185743,Saia,PP,63.0,Dinheiro,Sim,Laura Tobita Norimbeni,229.5,Sim,Julia Silveira,185.263.749-82,Sim
2025-07-23 17:40:42,CS628103,I1185762,Saia,PP,90.0,Cartão de Crédito,Sim,Compra Online,345.0,Não,Bruno Correia,865.170.439-93,Não
2025-07-23 20:29:24,CS628157,I1185842,Saia,PP,63.0,Cartão de Crédito,Sim,Compra Online,63.0,Sim,Sr. Felipe Peixoto,139.254.708-32,Sim
2025-07-08 14:56:30,CS625602,I1181740,Saia,P,90.0,Dinheiro,Sim,Gabriely Fernanda Garbim,70.0,Não,Sra. Lorena Gonçalves,205.341.869-98,Não
2025-07-08 14:57:20,CS625603,I1181741,Saia,P,90.0,Dinheiro,Sim,Gabriely Fernanda Garbim,70.0,Não,Luiz Otávio Teixeira,512.703.498-05,Não
2025-07-12 16:07:12,CS626324,I1183022,Saia,P,90.0,Cartão de Crédito,Sim,Compra Online,190.0,Não,Dra. Letícia Campos,351.894.076-75,Não
2025-07-14 20:12:44,CS626687,I1183580,Saia,P,90.0,Pix,Não,Compra Online,70.0,Não,Dra. Valentina Ramos,952.783.146-64,Não
2025-07-19 22:03:04,CS627661,I1184992,Saia,P,90.0,Dinheiro,Sim,Gabriely Fernanda Garbim,70.0,Não,Sofia Costa,305.187.926-68,Não
2025-07-22 20:13:46,CS627979,I1185552,Saia,P,63.0,Cartão de Crédito,Não,Compra Online,252.0,Sim,Rafael Cardoso,657.831.024-07,Sim
2025-07-22 21:29:19,CS627992,I1185574,Saia,P,90.0,Dinheiro,Sim,Gabriely Fernanda Garbim,70.0,Não,Maria Vitória Cunha,872.619.430-96,Não
2025-07-23 09:30:49,CS628016,I1185627,Saia,P,90.0,Cartão de Crédito,Sim,Compra Online,135.0,Não,Maria Cecília Nunes,160.873.952-02,Não
2025-07-23 20:35:55,CS628161,I1185848,Saia,P,63.0,Cartão de Crédito,Sim,Compra Online,121.5,Sim,Benício Nunes,936.524.701-25,Sim
2025-07-23 20:56:25,CS628165,I1185856,Saia,P,90.0,Dinheiro,Sim,Gabriely Fernanda Garbim,200.0,Não,Isaac Oliveira,981.203.546-05,Não
2025-06-23 13:51:29,CS623761,I1178531,Saia,M,90.0,Cartão de Crédito,Não,Compra Online,135.0,Não,Bruna Correia,582.016.934-42,Não
2025-06-24 11:23:36,CS623861,I1178665,Saia,M,90.0,Cartão de Crédito,Sim,Compra Online,70.0,Não,Ana Sophia Lopes,297.410.635-80,Não
2025-06-30 09:23:17,CS624365,I1179430,Saia,M,90.0,Cartão de Crédito,Sim,Compra Online,70.0,Não,Melissa Sales,410.698.723-69,Não
2025-07-01 01:02:20,CS624474,I1179601,Saia,M,90.0,Pix,Não,Compra Online,350.0,Não,Ana Sophia Rezende,802.671.534-90,Não
2025-07-06 21:26:36,CS625266,I1181117,Saia,M,90.0,Cartão de Crédito,Não,Compra Online,135.0,Não,Dr. Gustavo Henrique Porto,379.615.824-28,Não
2025-07-07 21:34:43,CS625463,I1181514,Saia,M,63.0,Dinheiro,Sim,Laura Tobita Norimbeni,121.5,Sim,Ana Sophia Santos,489.520.376-00,Sim
2025-07-08 09:33:49,CS625528,I1181616,Saia,M,90.0,Cartão de Crédito,Sim,Compra Online,70.0,Não,Srta. Mariana da Rocha,793.158.642-55,Não
2025-07-22 15:27:48,CS627927,I1185445,Saia,M,90.0,Pix,Não,Compra Online,135.0,Não,Sra. Isabel Cavalcanti,396.405.271-06,Não
2025-07-22 15:29:58,CS627928,I1185447,Saia,M,63.0,Cartão de Crédito,Sim,Compra Online,171.0,Sim,Maria Eduarda Cardoso,609.523.147-70,Sim
2025-07-22 19:26:31,CS627971,I1185537,Saia,M,63.0,Dinheiro,Sim,Laura Tobita Norimbeni,121.5,Sim,Vicente Pereira,624.539.187-37,Sim
2025-07-22 21:50:55,CS627996,I1185588,Saia,M,90.0,Pix,Sim,Compra Online,135.0,Não,Davi Lucca Nunes,054.981.327-60,Não
2025-07-23 11:32:12,CS628029,I1185645,Saia,M,63.0,Cartão de Crédito,Sim,Compra Online,121.5,Sim,Dra. Cecília Lopes,528.730.614-80,Sim
2025-07-23 18:10:09,CS628110,I1185770,Saia,M,90.0,Cartão de Crédito,Não,Compra Online,280.0,Não,Igor Pires,529.634.871-00,Não
2025-07-23 18:12:12,CS628112,I1185775,Saia,M,63.0,Cartão de Crédito,Sim,Compra Online,360.0,Sim,Lorena Rocha,356.418.709-00,Sim
2025-07-23 20:48:38,CS628164,I1185852,Saia,M,90.0,Pix,Sim,Compra Online,135.0,Não,Gabriela Alves,230.986.741-13,Não
2025-07-23 23:01:09,CS628185,I1185895,Saia,M,63.0,Cartão de Crédito,Sim,Compra Online,171.0,Sim,Emanuel Moura,476.315.820-17,Sim
2025-06-23 13:31:19,CS623756,I1178524,Saia,G,90.0,Cartão de Crédito,Sim,Compra Online,345.0,Não,João Lucas Cardoso,894.516.327-19,Não
2025-06-23 14:39:23,CS623767,I1178537,Saia,G,90.0,Cartão de Crédito,Sim,Compra Online,135.0,Não,Pedro Miguel Cardoso,827.153.960-40,Não
2025-06-23 17:25:04,CS623788,I1178565,Saia,G,90.0,Cartão de Crédito,Sim,Compra Online,280.0,Não,Sr. Emanuel da Rocha,056.293.178-30,Não
2025-06-28 22:05:00,CS624256,I1179260,Saia,G,63.0,Dinheiro,Sim,Laura Tobita Norimbeni,310.5,Sim,Breno Moura,135.820.467-53,Sim
2025-07-01 01:02:20,CS624474,I1179602,Saia,G,90.0,Pix,Não,Compra Online,350.0,Não,Vitor Gabriel Peixoto,842.690.175-11,Não
2025-07-02 21:16:00,CS624690,I1179930,Saia,G,90.0,PicPay,Sim,Gabriely Fernanda Garbim,70.0,Não,Larissa Souza,415.789.032-97,Não
2025-07-02 21:17:56,CS624691,I1179931,Saia,G,90.0,PicPay,Sim,Gabriely Fernanda Garbim,70.0,Não,Dra. Caroline Araújo,918.527.403-88,Não
2025-07-05 13:48:45,CS625119,I1180851,Saia,G,63.0,Dinheiro,Sim,Laura Tobita Norimbeni,63.0,Sim,Sr. Calebe Cavalcanti,937.042.685-00,Sim
2025-07-12 18:09:06,CS626342,I1183053,Saia,G,90.0,Dinheiro,Sim,Gabriely Fernanda Garbim,280.0,Não,Fernando Pires,471.059.862-20,Não
2025-07-16 15:40:49,CS627156,I1184272,Saia,G,63.0,Pix,Não,Compra Online,252.0,Sim,Sarah da Cunha,516.073.842-80,Sim
2025-07-21 20:41:34,CS627844,I1185292,Saia,G,63.0,Cartão de Crédito,Sim,Compra Online,121.5,Sim,Daniela Castro,532.614.807-26,Sim
2025-07-22 14:45:02,CS627919,I1185428,Saia,G,90.0,Cartão de Crédito,Não,Compra Online,280.0,Não,Luiz Otávio Silva,289.567.130-30,Não
2025-07-22 18:30:23,CS627953,I1185498,Saia,G,63.0,Pix,Não,Compra Online,310.5,Sim,Alexia Almeida,792.501.683-30,Sim
2025-07-23 14:35:12,CS628062,I1185690,Saia,G,90.0,Pix,Sim,Compra Online,135.0,Não,Dr. Felipe das Neves,704.682.591-20,Não
2025-07-23 21:00:55,CS628166,I1185857,Saia,G,63.0,Dinheiro,Sim,Laura Tobita Norimbeni,229.5,Sim,Manuela Monteiro,261.457.809-67,Sim
2025-07-02 18:44:53,CS624671,I1179898,Saia,GG,63.0,Cartão de Crédito,Sim,Compra Online,310.5,Sim,Daniela Ramos,327.058.469-56,Sim
2025-07-22 14:41:01,CS627916,I1185421,Saia,GG,90.0,Cartão de Crédito,Sim,Compra Online,135.0,Não,Dr. Pietro Silveira,917.063.425-43,Não
2025-07-22 21:38:29,CS627995,I1185586,Saia,GG,90.0,Cartão de Crédito,Sim,Compra Online,280.0,Não,Sra. Alícia Moura,895.730.214-04,Não
2025-07-23 20:09:04,CS628153,I1185838,Saia,XGG,63.0,Dinheiro,Sim,Giovana Gomes Costa,63.0,Sim,Dr. Kevin Teixeira,953.486.270-38,Sim
2025-07-23 20:09:07,CS628154,I1185839,Saia,XGG,63.0,Pix,Sim,Compra Online,63.0,Sim,Dr. Luiz Felipe Rodrigues,749.381.520-88,Sim
